product_id,non_disponibili,disponibili,totale,percentuale_disponibili
20913,3,2,5,40.0
14238,4,2,6,33.3
6264,4,2,6,33.3
16669,4,2,6,33.3
14572,2,2,4,50.0
27993,2,2,4,50.0
13179,4,2,6,33.3
12220,4,2,6,33.3
8810,2,2,4,50.0
5044,3,2,5,40.0
7053,4,2,6,33.3
10766,5,2,7,28.6
10780,2,2,4,50.0
10829,4,2,6,33.3
10837,4,2,6,33.3
9358,4,2,6,33.3
9114,4,2,6,33.3
8890,3,2,5,40.0
9425,3,2,5,40.0
15583,6,2,8,25.0
10742,3,2,5,40.0
27218,2,2,4,50.0
15932,3,2,5,40.0
4175,4,2,6,33.3
5223,4,2,6,33.3
12382,4,2,6,33.3
12394,4,2,6,33.3
12225,3,2,5,40.0
12503,4,2,6,33.3
7518,4,2,6,33.3
7306,4,2,6,33.3
23091,4,2,6,33.3
23384,2,2,4,50.0
6035,2,2,4,50.0
13922,4,2,6,33.3
12694,4,2,6,33.3
14460,4,2,6,33.3
24379,4,2,6,33.3
22166,2,2,4,50.0
7399,3,2,5,40.0
25360,5,2,7,28.6
8924,5,2,7,28.6
14472,3,2,5,40.0
3340,6,2,8,25.0
15139,3,2,5,40.0
826,2,2,4,50.0
382,2,2,4,50.0
639,6,2,8,25.0
654,2,2,4,50.0
3517,3,2,5,40.0
1022,6,2,8,25.0
1246,2,2,4,50.0
9321,4,2,6,33.3
939,5,2,7,28.6
10154,2,2,4,50.0
27959,3,2,5,40.0
17220,4,2,6,33.3
2762,3,2,5,40.0
8047,2,2,4,50.0
5205,2,2,4,50.0
8358,4,2,6,33.3
7102,3,2,5,40.0
23776,3,2,5,40.0
12621,2,2,4,50.0
11120,3,2,5,40.0
15506,3,2,5,40.0
15765,4,2,6,33.3
2816,4,2,6,33.3
12125,5,2,7,28.6
19154,4,2,6,33.3
15948,4,2,6,33.3
13773,4,2,6,33.3
14193,6,2,8,25.0
587,4,2,6,33.3
22304,4,2,6,33.3
4671,3,2,5,40.0
21348,5,2,7,28.6
9913,3,2,5,40.0
13761,6,2,8,25.0
9465,3,2,5,40.0
28175,3,2,5,40.0
24083,3,2,5,40.0
26154,4,2,6,33.3
25914,2,2,4,50.0
4926,3,2,5,40.0
21354,3,2,5,40.0
21622,2,2,4,50.0
26744,3,2,5,40.0
25503,2,2,4,50.0
21152,2,2,4,50.0
16054,3,2,5,40.0
26087,2,2,4,50.0
20733,5,2,7,28.6
11883,2,2,4,50.0
10886,4,2,6,33.3
11679,2,2,4,50.0
3541,3,2,5,40.0
18754,2,2,4,50.0
21723,3,2,5,40.0
19635,6,2,8,25.0
4663,5,2,7,28.6
22510,2,2,4,50.0
6475,4,2,6,33.3
22862,2,2,4,50.0
23632,3,2,5,40.0
6786,5,2,7,28.6
6788,2,2,4,50.0
1728,4,2,6,33.3
17393,4,2,6,33.3
26737,2,2,4,50.0
26522,4,2,6,33.3
26548,5,2,7,28.6
26975,3,2,5,40.0
9941,6,2,8,25.0
13854,2,2,4,50.0
28358,2,2,4,50.0
8217,4,2,6,33.3
8088,4,2,6,33.3
3854,3,2,5,40.0
27150,5,2,7,28.6
9506,3,2,5,40.0
14763,5,2,7,28.6
15814,3,2,5,40.0
4354,2,2,4,50.0
4620,2,2,4,50.0
4379,3,2,5,40.0
4388,5,2,7,28.6
4909,2,2,4,50.0
4409,4,2,6,33.3
20557,4,2,6,33.3
4723,2,2,4,50.0
6273,4,2,6,33.3
6276,5,2,7,28.6
4509,4,2,6,33.3
4267,3,2,5,40.0
4803,5,2,7,28.6
23249,2,2,4,50.0
4338,2,2,4,50.0
4856,2,2,4,50.0
1672,5,2,7,28.6
7678,2,2,4,50.0
10552,5,2,7,28.6
9617,4,2,6,33.3
6267,4,2,6,33.3
13091,3,2,5,40.0
29010,4,2,6,33.3
28625,2,2,4,50.0
23265,3,2,5,40.0
15608,3,2,5,40.0
1647,6,2,8,25.0
17945,5,2,7,28.6
15893,5,2,7,28.6
3952,5,2,7,28.6
13418,3,2,5,40.0
12944,3,2,5,40.0
21862,3,2,5,40.0
43,5,2,7,28.6
4227,2,2,4,50.0
9498,5,2,7,28.6
27438,4,2,6,33.3
12858,3,2,5,40.0
27478,4,2,6,33.3
12901,2,2,4,50.0
27505,4,2,6,33.3
27517,2,2,4,50.0
28048,2,2,4,50.0
12952,3,2,5,40.0
12996,3,2,5,40.0
12742,3,2,5,40.0
5748,4,2,6,33.3
6813,2,2,4,50.0
8180,3,2,5,40.0
19912,4,2,6,33.3
17590,4,2,6,33.3
8982,4,2,6,33.3
15653,4,2,6,33.3
15701,3,2,5,40.0
9088,3,2,5,40.0
8849,2,2,4,50.0
14001,4,2,6,33.3
3457,2,2,4,50.0
5858,4,2,6,33.3
4997,4,2,6,33.3
4589,3,2,5,40.0
4602,2,2,4,50.0
689,3,2,5,40.0
21883,5,2,7,28.6
16010,4,2,6,33.3
1472,4,2,6,33.3
1223,5,2,7,28.6
27850,3,2,5,40.0
18895,5,2,7,28.6
24050,2,2,4,50.0
15363,3,2,5,40.0
10802,4,2,6,33.3
11323,3,2,5,40.0
10597,4,2,6,33.3
10924,4,2,6,33.3
10477,3,2,5,40.0
15647,2,2,4,50.0
24523,2,2,4,50.0
2764,4,2,6,33.3
6009,2,2,4,50.0
2633,2,2,4,50.0
18258,4,2,6,33.3
18303,2,2,4,50.0
3013,2,2,4,50.0
18398,4,2,6,33.3
3059,4,2,6,33.3
5623,2,2,4,50.0
25751,4,2,6,33.3
11688,2,2,4,50.0
4096,3,2,5,40.0
7568,2,2,4,50.0
7081,2,2,4,50.0
10023,3,2,5,40.0
28398,5,2,7,28.6
2847,5,2,7,28.6
4386,2,2,4,50.0
24877,3,2,5,40.0
22839,3,2,5,40.0
20601,4,2,6,33.3
6445,2,2,4,50.0
5422,2,2,4,50.0
21941,3,2,5,40.0
21716,3,2,5,40.0
2779,3,2,5,40.0
18164,4,2,6,33.3
5662,4,2,6,33.3
26878,2,2,4,50.0
11124,3,2,5,40.0
11129,3,2,5,40.0
11200,5,2,7,28.6
553,3,2,5,40.0
4862,2,2,4,50.0
15064,3,2,5,40.0
11616,4,2,6,33.3
11416,4,2,6,33.3
5568,3,2,5,40.0
5547,3,2,5,40.0
18372,4,2,6,33.3
10964,4,2,6,33.3
29019,3,2,5,40.0
2862,3,2,5,40.0
9223,2,2,4,50.0
9225,3,2,5,40.0
25185,4,2,6,33.3
15477,3,2,5,40.0
15614,2,2,4,50.0
3435,3,2,5,40.0
8131,2,2,4,50.0
11338,3,2,5,40.0
22658,4,2,6,33.3
24210,4,2,6,33.3
9735,2,2,4,50.0
22034,3,2,5,40.0
28736,3,2,5,40.0
26992,5,2,7,28.6
26830,4,2,6,33.3
28653,2,2,4,50.0
23116,4,2,6,33.3
6753,4,2,6,33.3
13181,4,2,6,33.3
13498,4,2,6,33.3
10574,4,2,6,33.3
10368,5,2,7,28.6
15287,3,2,5,40.0
20087,2,2,4,50.0
3874,3,2,5,40.0
15377,4,2,6,33.3
28487,6,2,8,25.0
29023,4,2,6,33.3
13760,2,2,4,50.0
14272,5,2,7,28.6
15297,2,2,4,50.0
21191,2,2,4,50.0
8108,4,2,6,33.3
21790,4,2,6,33.3
15236,4,2,6,33.3
3903,4,2,6,33.3
434,3,2,5,40.0
24353,3,2,5,40.0
4927,4,2,6,33.3
3807,5,2,7,28.6
15645,2,2,4,50.0
12687,2,2,4,50.0
540,5,2,7,28.6
17316,2,2,4,50.0
23027,3,2,5,40.0
19812,2,2,4,50.0
869,2,2,4,50.0
20588,3,2,5,40.0
23677,2,2,4,50.0
5281,3,2,5,40.0
6829,4,2,6,33.3
6334,5,2,7,28.6
15828,3,2,5,40.0
23787,2,2,4,50.0
16124,2,2,4,50.0
18440,2,2,4,50.0
2854,4,2,6,33.3
2619,3,2,5,40.0
2623,5,2,7,28.6
18292,2,2,4,50.0
2423,2,2,4,50.0
10392,3,2,5,40.0
10660,5,2,7,28.6
2476,4,2,6,33.3
18103,4,2,6,33.3
3006,4,2,6,33.3
3016,3,2,5,40.0
2528,2,2,4,50.0
18153,4,2,6,33.3
15347,5,2,7,28.6
6699,3,2,5,40.0
23915,3,2,5,40.0
8311,3,2,5,40.0
28565,4,2,6,33.3
24252,3,2,5,40.0
2752,3,2,5,40.0
28865,3,2,5,40.0
18889,4,2,6,33.3
23778,4,2,6,33.3
11455,4,2,6,33.3
2041,3,2,5,40.0
6413,4,2,6,33.3
844,2,2,4,50.0
29011,3,2,5,40.0
17829,4,2,6,33.3
11320,2,2,4,50.0
11142,4,2,6,33.3
12697,3,2,5,40.0
9332,6,2,8,25.0
8860,3,2,5,40.0
8898,3,2,5,40.0
18135,4,2,6,33.3
8956,3,2,5,40.0
2145,5,2,7,28.6
17145,4,2,6,33.3
13608,3,2,5,40.0
13814,3,2,5,40.0
22825,2,2,4,50.0
18533,4,2,6,33.3
10661,3,2,5,40.0
9320,5,2,7,28.6
18442,4,2,6,33.3
27121,4,2,6,33.3
6736,3,2,5,40.0
541,3,2,5,40.0
19236,6,2,8,25.0
19525,4,2,6,33.3
5208,4,2,6,33.3
5282,3,2,5,40.0
27755,4,2,6,33.3
22379,3,2,5,40.0
14277,3,2,5,40.0
15570,5,2,7,28.6
13062,3,2,5,40.0
12814,3,2,5,40.0
13363,3,2,5,40.0
13406,3,2,5,40.0
13517,4,2,6,33.3
9302,3,2,5,40.0
9231,3,2,5,40.0
9342,3,2,5,40.0
15337,4,2,6,33.3
2678,3,2,5,40.0
2442,4,2,6,33.3
28829,3,2,5,40.0
13323,2,2,4,50.0
13795,2,2,4,50.0
16615,2,2,4,50.0
21901,3,2,5,40.0
5574,4,2,6,33.3
5412,2,2,4,50.0
17534,4,2,6,33.3
22765,4,2,6,33.3
14293,2,2,4,50.0
23567,4,2,6,33.3
4341,3,2,5,40.0
23582,5,2,7,28.6
10243,3,2,5,40.0
6012,4,2,6,33.3
14228,5,2,7,28.6
7424,3,2,5,40.0
4098,3,2,5,40.0
7938,2,2,4,50.0
5892,2,2,4,50.0
7176,4,2,6,33.3
3609,2,2,4,50.0
2338,2,2,4,50.0
3882,2,2,4,50.0
5675,4,2,6,33.3
22575,3,2,5,40.0
20531,3,2,5,40.0
8501,4,2,6,33.3
4157,3,2,5,40.0
5457,3,2,5,40.0
1620,4,2,6,33.3
5972,4,2,6,33.3
3415,5,2,7,28.6
7512,5,2,7,28.6
7771,2,2,4,50.0
1391,3,2,5,40.0
6000,3,2,5,40.0
627,3,2,5,40.0
3957,4,2,6,33.3
14726,2,2,4,50.0
3211,3,2,5,40.0
417,4,2,6,33.3
164,4,2,6,33.3
433,2,2,4,50.0
3261,3,2,5,40.0
7872,2,2,4,50.0
458,2,2,4,50.0
7117,3,2,5,40.0
19407,3,2,5,40.0
7888,2,2,4,50.0
3289,6,2,8,25.0
3290,3,2,5,40.0
7898,4,2,6,33.3
11226,5,2,7,28.6
8417,3,2,5,40.0
8164,4,2,6,33.3
7913,2,2,4,50.0
6388,2,2,4,50.0
6931,4,2,6,33.3
6206,3,2,5,40.0
1865,2,2,4,50.0
8822,6,2,8,25.0
8596,4,2,6,33.3
8399,3,2,5,40.0
11481,3,2,5,40.0
13886,4,2,6,33.3
13235,2,2,4,50.0
20045,3,2,5,40.0
15166,3,2,5,40.0
9136,4,2,6,33.3
9185,2,2,4,50.0
7168,2,2,4,50.0
27512,2,2,4,50.0
28040,4,2,6,33.3
11258,3,2,5,40.0
20459,2,2,4,50.0
11849,4,2,6,33.3
12135,5,2,7,28.6
11006,3,2,5,40.0
14469,4,2,6,33.3
14490,4,2,6,33.3
12536,3,2,5,40.0
11385,6,2,8,25.0
11479,6,2,8,25.0
22680,5,2,7,28.6
2699,3,2,5,40.0
28712,2,2,4,50.0
26667,2,2,4,50.0
27263,2,2,4,50.0
24475,2,2,4,50.0
25514,2,2,4,50.0
26029,4,2,6,33.3
25312,3,2,5,40.0
7238,2,2,4,50.0
3560,4,2,6,33.3
7459,2,2,4,50.0
6006,3,2,5,40.0
18042,4,2,6,33.3
27306,6,2,8,25.0
17843,2,2,4,50.0
21435,2,2,4,50.0
5080,5,2,7,28.6
21479,5,2,7,28.6
12237,4,2,6,33.3
8694,2,2,4,50.0
12839,2,2,4,50.0
4898,2,2,4,50.0
13435,3,2,5,40.0
13482,3,2,5,40.0
3427,4,2,6,33.3
5598,5,2,7,28.6
13066,3,2,5,40.0
7390,4,2,6,33.3
8764,2,2,4,50.0
5458,2,2,4,50.0
19332,4,2,6,33.3
7362,6,2,8,25.0
5326,6,2,8,25.0
6356,3,2,5,40.0
5343,4,2,6,33.3
6202,2,2,4,50.0
12079,3,2,5,40.0
6751,4,2,6,33.3
12330,4,2,6,33.3
5146,3,2,5,40.0
6364,3,2,5,40.0
23848,3,2,5,40.0
9121,4,2,6,33.3
9440,4,2,6,33.3
9959,4,2,6,33.3
1701,2,2,4,50.0
17755,4,2,6,33.3
6854,3,2,5,40.0
23168,2,2,4,50.0
24236,4,2,6,33.3
8489,4,2,6,33.3
19186,3,2,5,40.0
13771,5,2,7,28.6
10430,3,2,5,40.0
8586,2,2,4,50.0
16,2,2,4,50.0
1051,6,2,8,25.0
3411,4,2,6,33.3
5218,5,2,7,28.6
5224,3,2,5,40.0
2070,4,2,6,33.3
4218,5,2,7,28.6
8712,2,2,4,50.0
3108,2,2,4,50.0
2363,4,2,6,33.3
7281,3,2,5,40.0
7297,2,2,4,50.0
3483,3,2,5,40.0
3489,4,2,6,33.3
5329,2,2,4,50.0
5330,4,2,6,33.3
5338,4,2,6,33.3
15591,4,2,6,33.3
9030,4,2,6,33.3
14904,2,2,4,50.0
13449,2,2,4,50.0
12633,4,2,6,33.3
12036,2,2,4,50.0
12009,4,2,6,33.3
11411,4,2,6,33.3
11865,5,2,7,28.6
25688,3,2,5,40.0
26358,5,2,7,28.6
4932,3,2,5,40.0
10227,2,2,4,50.0
24668,4,2,6,33.3
10068,2,2,4,50.0
13099,2,2,4,50.0
3662,4,2,6,33.3
13648,2,2,4,50.0
26638,4,2,6,33.3
2849,4,2,6,33.3
23881,4,2,6,33.3
859,3,2,5,40.0
17983,3,2,5,40.0
14142,3,2,5,40.0
15554,2,2,4,50.0
15165,3,2,5,40.0
11898,4,2,6,33.3
15326,4,2,6,33.3
8619,4,2,6,33.3
978,2,2,4,50.0
11052,3,2,5,40.0
10812,2,2,4,50.0
11143,3,2,5,40.0
10700,3,2,5,40.0
11452,5,2,7,28.6
16942,4,2,6,33.3
277,3,2,5,40.0
108,3,2,5,40.0
2292,4,2,6,33.3
10992,6,2,8,25.0
8720,4,2,6,33.3
1184,3,2,5,40.0
27907,3,2,5,40.0
17211,3,2,5,40.0
27964,4,2,6,33.3
27763,3,2,5,40.0
18568,4,2,6,33.3
27836,2,2,4,50.0
6528,4,2,6,33.3
26035,2,2,4,50.0
26406,2,2,4,50.0
25963,5,2,7,28.6
1440,3,2,5,40.0
12560,3,2,5,40.0
6245,3,2,5,40.0
9412,4,2,6,33.3
5838,4,2,6,33.3
7154,2,2,4,50.0
3101,4,2,6,33.3
20006,2,2,4,50.0
585,3,2,5,40.0
15904,5,2,7,28.6
28858,4,2,6,33.3
7718,4,2,6,33.3
7766,5,2,7,28.6
16395,2,2,4,50.0
16238,6,2,8,25.0
398,3,2,5,40.0
18869,3,2,5,40.0
4632,2,2,4,50.0
20872,2,2,4,50.0
9360,4,2,6,33.3
5703,4,2,6,33.3
4601,4,2,6,33.3
13846,2,2,4,50.0
9359,5,2,7,28.6
928,5,2,7,28.6
23180,5,2,7,28.6
17104,2,2,4,50.0
9738,2,2,4,50.0
17717,4,2,6,33.3
18989,2,2,4,50.0
1338,3,2,5,40.0
5197,4,2,6,33.3
17611,3,2,5,40.0
2516,4,2,6,33.3
17384,2,2,4,50.0
11343,2,2,4,50.0
13009,5,2,7,28.6
1150,5,2,7,28.6
11674,4,2,6,33.3
