product_id,product_name,category,retail_price,cost,purchase_count,profit
23999,Arc'teryx Men's Theta AR Jacket,Outerwear & Coats,525.0,224.0,9,2707.0
18656,JORDAN DURASHEEN SHORT MENS 404309-109,Active,903.0,370.0,5,2664.0
8429,The North Face Women's S-XL Oso Jacket,Outerwear & Coats,903.0,378.0,5,2623.0
24195,Marc New York by Andrew Marc Men's Nucky Natural Rugged Lamb Bomber Jacket with Shearling Collar,Outerwear & Coats,429.0,196.0,11,2567.0
25348,Jordan Low Quarter Sock Style # 427411,Socks,903.0,537.0,7,2560.0
20110,Sandals Cay Men's Three-Button Cashmere Blend Sport Coat in Gray Navy or Tan,Suits & Sport Coats,500.0,217.0,9,2547.0
7921,Rebecca Minkoff Women's Becky Jacket,Blazers & Jackets,378.0,125.0,10,2529.0
23921,Cwu Pilot 183111 45P Vintage,Outerwear & Coats,399.0,196.0,12,2442.0
24306,Mountain Hardwear Men's Nilas Down Jacket,Outerwear & Coats,650.0,309.0,7,2389.0
24029,Mountain Hardwear Men's Chillwave Down Parka,Outerwear & Coats,375.0,177.0,12,2380.0
26901,Regency New York Men's Smoking Jacket Constantine Black,Sleep & Lounge,400.0,164.0,10,2356.0
23784,Faconnable Men's Reversible Trench Coat,Outerwear & Coats,575.0,243.0,7,2322.0
24242,Arc'teryx Theta SL Hybrid Jacket - Men's,Outerwear & Coats,375.0,148.0,10,2268.0
19834,Ben Sherman Men's Plectrum Tuxedo Blazer,Suits & Sport Coats,295.0,121.0,13,2263.0
18681,Icebreaker Men's Legacy Hood,Active,400.0,149.0,9,2257.0
7228,Robert Rodriguez Women's High Waisted Pencil Skirt,Skirts,595.0,225.0,6,2221.0
7649,Magaschoni Women's Shimmer Jacket,Blazers & Jackets,698.0,259.0,5,2195.0
1465,Mara Hoffman Women's Intarsia Pullover,Sweaters,315.0,146.0,13,2192.0
7796,Rebecca Minkoff Women's Joni Harness Jacket,Blazers & Jackets,299.0,117.0,12,2189.0
23655,Carhartt Men's Canvas Shirt Jacket,Outerwear & Coats,449.0,181.0,8,2141.0
8435,Arc'teryx Women's Caliber Cardigan,Outerwear & Coats,699.0,343.0,6,2139.0
26845,Regency New York Men's Smoking Jacket Octavius Gray,Sleep & Lounge,300.0,123.0,12,2127.0
3610,Robert Rodriguez Women's Long Sleeve Fitted Pencil Dress,Dresses,395.0,160.0,9,2115.0
2793,adidas Women's adiFIT Slim Pant,Active,903.0,376.0,4,2109.0
23742,Canada Goose Men's Citadel Parka,Outerwear & Coats,795.0,387.0,5,2039.0
7264,Robert Rodriguez Women's Pencil Skirt,Skirts,465.0,174.0,7,2034.0
23648,The North Face Apex Bionic Jacket - Men's,Outerwear & Coats,903.0,399.0,4,2015.0
7730,Diesel Women's Dulhar Blazer,Blazers & Jackets,348.0,147.0,10,2011.0
2559,NIKE WOMEN'S PRO COMPRESSION SPORTS BRA *Outstanding Support and Comfort*,Active,903.0,404.0,4,1997.0
20449,Kenneth Cole Reaction Men's 2 Piece Two Button Suit,Suits & Sport Coats,395.0,146.0,8,1991.0
20150,Joseph Abboud Men's 2 Button Side Vent Soft Construction Check Sport Coat,Suits & Sport Coats,297.0,132.0,12,1985.0
8319,Canada Goose Women's Mystique,Outerwear & Coats,750.0,353.0,5,1984.0
7804,MiH Jeans Women's Aztec Jacket,Blazers & Jackets,495.0,170.0,6,1951.0
18340,Canada Goose Men's The Chateau Jacket,Active,815.0,337.0,4,1910.0
8686,Canada Goose Women's Camp Hooded Jacket,Outerwear & Coats,495.0,222.0,7,1909.0
22161,Volcom T.D.S. Pant - Men's,Pants,280.0,121.0,12,1905.0
8492,Women's Jane Sheepskin B-3 Bomber Jacket,Outerwear & Coats,595.0,279.0,6,1896.0
18612,Champion Men's Double Dry Classic Fleece Full Zip Hood,Active,293.0,136.0,12,1890.0
24059,Icebreaker Men's Legacy Coat,Outerwear & Coats,350.0,140.0,9,1890.0
20112,G-Star Men's Cl New Blazer,Suits & Sport Coats,360.0,151.0,9,1882.0
20048,Tommy Hilfiger Men's Windowpane Trim Fit Suit,Suits & Sport Coats,260.0,104.0,12,1875.0
19796,Joseph Abboud Men's 2 Button Side Vent Plaid Sport Coat,Suits & Sport Coats,276.0,106.0,11,1875.0
24015,Arc'teryx Men's Alpha SL Hybrid Jacket,Outerwear & Coats,339.0,133.0,9,1852.0
19075,Icebreaker Men's Orion Cardigan,Sweaters,240.0,125.0,16,1843.0
20823,True Religion Men's Ricky Super Jean,Jeans,383.0,216.0,11,1833.0
20439,Joseph Abboud Men's Super 120's Two Button Side Vent Single Pleat Pant Tuxedo With Grosgrain Notch Lapel,Suits & Sport Coats,405.0,145.0,7,1821.0
20480,Tommy Hilfiger Men's Plaid Trim Fit Suit,Suits & Sport Coats,260.0,95.0,11,1816.0
3855,French Connection Women's Solar Heat Dress,Dresses,398.0,197.0,9,1812.0
19561,Diesel Men's K-Pilinani Sweater,Sweaters,328.0,149.0,10,1794.0
23932,Barbour Beaufort Jacket,Outerwear & Coats,399.0,177.0,8,1775.0
8726,Spyder Women's Jesst In Time Jacket,Outerwear & Coats,650.0,296.0,5,1771.0
899,Magaschoni Women's 100% Cashmere Peplum Back Sweater,Sweaters,378.0,183.0,9,1755.0
8368,ANSAI Women's Mobile Warming Softshell Jacket,Outerwear & Coats,200.0,91.0,16,1747.0
23803,Canada Goose Men's The Chateau Jacket,Outerwear & Coats,815.0,378.0,4,1747.0
19818,Ben Sherman Men's Plectrum Velvet Blazer,Suits & Sport Coats,395.0,147.0,7,1736.0
20160,Ben Sherman Men's Plectrum Double Button Blazer,Suits & Sport Coats,266.0,108.0,11,1735.0
24179,Arc'teryx Men's Diplomat Jacket,Outerwear & Coats,450.0,203.0,7,1732.0
21193,True Religion Men's Ricky Straight Jean,Jeans,321.0,164.0,11,1730.0
24899,Nike Jordan Retro 11 Bred Bootie Socks,Socks,903.0,557.0,5,1729.0
7718,Trina Turk Women's Alfred,Blazers & Jackets,398.0,152.0,7,1725.0
20212,Nau Vice Blazer - Men's,Suits & Sport Coats,295.0,124.0,10,1705.0
23881,Icebreaker Men's Quantum Hood,Outerwear & Coats,230.0,99.0,13,1704.0
23882,Outdoor Research Men's Furio Jacket,Outerwear & Coats,350.0,161.0,9,1704.0
21574,Evisu European edition Vintage cut denim jeans,Jeans,349.0,181.0,10,1686.0
20124,Diesel Men's Jamaar Jacket,Suits & Sport Coats,375.0,164.0,8,1686.0
24186,Zero Restriction Men's Featherweight Traveler Jacket Removable Sleeve Rain Jacket,Outerwear & Coats,395.0,154.0,7,1684.0
8579,Barbour Women's Beadnell Waxed Cotton Jacket - Rustic,Outerwear & Coats,379.0,169.0,8,1683.0
8683,Women's Knee Length Overcoat in Pure Cashmere,Outerwear & Coats,399.0,190.0,8,1673.0
20473,Diesel Men's Jinkenitor Jacket,Suits & Sport Coats,278.0,111.0,10,1671.0
14329,Maui Jim Mavericks Sunglasses,Accessories,299.0,115.0,9,1652.0
20131,Ben Sherman Men's Plectrum Pique Jersey Blazer,Suits & Sport Coats,325.0,142.0,9,1650.0
20467,Paul Fredrick Two-Button Fineline Stripe Sportcoat,Suits & Sport Coats,270.0,105.0,10,1649.0
23906,Arcteryx Beta SL Jacket - Men's,Outerwear & Coats,279.0,114.0,10,1646.0
20013,Ben Sherman Men's Side Vent 2 Piece Suit,Suits & Sport Coats,495.0,221.0,6,1645.0
8409,Canada Goose Women's Chilliwack Bomber,Outerwear & Coats,695.0,288.0,4,1629.0
8264,Funktional Women's Moto Jacket,Outerwear & Coats,392.0,160.0,7,1620.0
20144,Paul Fredrick Striped Linen Double-Breasted Suit,Suits & Sport Coats,425.0,155.0,6,1617.0
8425,Canada Goose Women's Whistler Parka,Outerwear & Coats,695.0,296.0,4,1596.0
18449,Mountain Hardwear Men's Ghost Whisperer Down Jacket,Active,285.0,108.0,9,1595.0
7976,Vivienne Westwood Red Label Women's Giacca Plaid Jacket,Blazers & Jackets,485.0,167.0,5,1588.0
7557,Joe's Jeans Women's Opale Jacket,Blazers & Jackets,395.0,170.0,7,1576.0
19922,Jones New York Men's 24/7 Total Comfort Sharkskin Suit,Suits & Sport Coats,237.0,94.0,11,1574.0
10453,NIKE WOMEN'S PRO COMPRESSION SPORTS BRA *Outstanding Support and Comfort*,Intimates,903.0,512.0,4,1564.0
19450,Diesel Men's K-Nahoa Sweater,Sweaters,328.0,155.0,9,1559.0
24119,Craghoppers Men's Field Gore-Tex Jacket,Outerwear & Coats,250.0,109.0,11,1554.0
20227,Joseph Abboud Men's 2 Button Side Vent Suit With Flat Front Pant,Suits & Sport Coats,417.0,158.0,6,1551.0
24296,Diesel Men's Weroker Jacket,Outerwear & Coats,282.0,128.0,10,1538.0
8481,Marmot Athena Jacket - Women's,Outerwear & Coats,260.0,107.0,10,1534.0
24337,Barbour International Motorcycle Jacket / Barbour International Motorcycle Jacket,Outerwear & Coats,449.0,194.0,6,1533.0
29084,Oakley Men's Radar Path Iridium Polarized Sunglasses,Accessories,260.0,107.0,10,1526.0
20237,G-Star Men's CL Ruston Blazer,Suits & Sport Coats,380.0,163.0,7,1522.0
3192,BCBGMAXAZRIA Women's Rivas Short Cocktail Dress With Cross Front,Dresses,338.0,149.0,8,1512.0
7814,Rebecca Minkoff Women's Becky Jacket,Blazers & Jackets,328.0,112.0,7,1511.0
28754,Oakley Men's Racing Jacket Oval Sunglasses,Accessories,220.0,83.0,11,1505.0
20419,Paul Fredrick 100% Wool Double-Breasted Windowpane Suit,Suits & Sport Coats,425.0,174.0,6,1500.0
23799,Cole Haan Men's Cashmere Topper Jacket,Outerwear & Coats,298.0,132.0,9,1491.0
19828,Tommy Hilfiger Men's 2 Button Side Vent Trim Fit Solid Suit with Flat Front Pant,Suits & Sport Coats,259.0,94.0,9,1487.0
21503,True Religion Men's Billy Super Big Jean,Jeans,345.0,180.0,9,1481.0
24022,True Religion Men's Jimmy Super Jacket,Outerwear & Coats,338.0,153.0,8,1476.0
3121,Robert Rodriguez Women's Lace V-Neck Tiered Dress,Dresses,495.0,201.0,5,1470.0
7561,Karen Kane Women's Drape Neck Jacket,Blazers & Jackets,188.0,66.0,12,1460.0
8821,Queenshiny Long Women's 100% Real Rex Rabbit Fur Coat Jacket With Super Fox Collar,Outerwear & Coats,359.0,177.0,8,1459.0
20258,7 Diamonds Men's Treviso,Suits & Sport Coats,325.0,143.0,8,1453.0
24047,Fred Perry Men's Harrington Jacket,Outerwear & Coats,300.0,139.0,9,1450.0
20474,Jones New York Men's Athletic Fit Suit,Suits & Sport Coats,280.0,99.0,8,1447.0
23957,Woolrich Men's Arctic Parka,Outerwear & Coats,400.0,159.0,6,1447.0
15486,NIKE WOMEN'S PRO COMPRESSION SPORTS BRA *Outstanding Support and Comfort*,Plus,903.0,421.0,3,1447.0
7801,Rebecca Minkoff Women's Ponte Ryder Jacket,Blazers & Jackets,398.0,157.0,6,1445.0
20285,Alfani Red Gray Wool LS 2 Button Sport Coat,Suits & Sport Coats,228.0,83.0,10,1442.0
29027,Canada Goose Men's Aviator Hat,Accessories,225.0,94.0,11,1438.0
23867,Barbour Classic Beaufort Jacket / Beaufort Jacket,Outerwear & Coats,399.0,194.0,7,1436.0
24102,Barbour Bedale Jacket / Bedale Jacket,Outerwear & Coats,379.0,174.0,7,1435.0
20216,Michael Kors Mens 2 Button Flat Front Dark Navy Blue Pinstripe Wool Suit,Suits & Sport Coats,250.0,91.0,9,1431.0
23857,Mountain Hardwear Men's Downtown Coat,Outerwear & Coats,375.0,171.0,7,1425.0
23845,Spiewak Men's Dugan Pea Coat,Outerwear & Coats,244.0,115.0,11,1420.0
8778,Arc'teryx Moray Jacket - Women's,Outerwear & Coats,699.0,344.0,4,1420.0
7702,French Connection Women's T-Stella Crepe Jacket,Blazers & Jackets,288.0,111.0,8,1419.0
26774,Hanro Men's City Short Pajama Set,Sleep & Lounge,185.0,67.0,12,1416.0
22670,Eddie Bauer First Ascent Heyburn 2.0 Pants,Pants,219.0,91.0,11,1412.0
2557,Canada Goose Women's Mystique,Active,750.0,281.0,3,1408.0
4023,Rebecca Taylor Women's Nailhead Dress,Dresses,450.0,216.0,6,1404.0
7147,Candela Women's Gaba Skirt,Skirts,286.0,111.0,8,1398.0
7795,BCBGMAXAZRIA Women's Jaimy Novelty Back Jacket,Blazers & Jackets,261.0,106.0,9,1395.0
20500,Tommy Hilfiger Men's 2 Button Side Vent Sharkskin Coat,Suits & Sport Coats,197.0,81.0,12,1393.0
7443,Rebecca Minkoff Women's Leather Luciana Skirt,Skirts,598.0,250.0,4,1392.0
8774,Nobis Tula Parka,Outerwear & Coats,825.0,365.0,3,1381.0
26596,Regency New York Men's Smoking Jacket Bartholomew Navy,Sleep & Lounge,400.0,170.0,6,1377.0
20204,Ralph Lauren Mens SB 2B Solid Navy Blue Wool Suit,Suits & Sport Coats,320.0,124.0,7,1373.0
2272,Margaret O'Leary Women's Double Face Hoodie,Fashion Hoodies & Sweatshirts,237.0,100.0,10,1372.0
21533,Ralph Lauren Double RL RRL Men Slim Bootcut Jeans - Made in USA,Jeans,355.0,203.0,9,1367.0
19824,Scotch & Soda Men's Outdoor Jacket,Suits & Sport Coats,265.0,113.0,9,1367.0
21571,True Religion Men's Geno Baja Slim Jean,Jeans,264.0,151.0,12,1359.0
20233,Joseph Abboud Mens 2 Button Flat Front Solid Black Wool Suit,Suits & Sport Coats,260.0,109.0,9,1359.0
24128,Arc'teryx Men's Sabre Jacket,Outerwear & Coats,525.0,254.0,5,1357.0
20830,True Religion Men's TRBJ Ricky Straight Jean,Jeans,257.0,134.0,11,1354.0
20225,Mantoni 1 Button PEAK Lapel Men's Tuxedo Suit with Vest Solid Black 100% Virgin Wool,Suits & Sport Coats,250.0,99.0,9,1354.0
24134,Levi's Men's Leather Racer Jacket,Outerwear & Coats,250.0,100.0,9,1352.0
19640,Lucky Brand Mens Men's Handknit Seed Stitch Sweater,Sweaters,348.0,179.0,8,1350.0
8490,BarbourÂ® Beadnell Women's Wax Jacket - Sage,Outerwear & Coats,379.0,186.0,7,1348.0
24410,Levi's Men's Leather Racer Jacket,Outerwear & Coats,330.0,138.0,7,1347.0
24138,Canada Goose Men's Lodge Down Hoody,Outerwear & Coats,450.0,181.0,5,1345.0
20051,Tommy Hilfiger Men's Slim Stripe Trim Fit Suit,Suits & Sport Coats,260.0,111.0,9,1343.0
8655,Arc'teryx Women's Sylva Parka,Outerwear & Coats,399.0,176.0,6,1341.0
24359,Arc'teryx Men's Epsilon SV Hoody,Outerwear & Coats,235.0,101.0,10,1339.0
8694,Jessie G. Women's Belted New Zealand Lambskin Leather Trench Coat,Outerwear & Coats,330.0,163.0,8,1336.0
3129,Tracy Reese Women's Applique Frock,Dresses,378.0,187.0,7,1334.0
6399,7 For All Mankind Women's Relaxed Mid Roll Up Short Authentic Nakita,Shorts,178.0,83.0,14,1331.0
8777,Bergama Natural Raccoon Hooded Stroller - - Multicolor,Outerwear & Coats,750.0,307.0,3,1330.0
3934,French Connection Women's Unno Dress,Dresses,228.0,107.0,11,1329.0
8556,Mountain Hardwear Women's Ghost Whisperer Down Jacket,Outerwear & Coats,285.0,119.0,8,1329.0
20269,DKNY Men's 100% Wool Black Tuxedo,Suits & Sport Coats,295.0,106.0,7,1324.0
24286,Hemp Hoodlamb Classic Hoodlamb Jacket - Men's,Outerwear & Coats,308.0,143.0,8,1323.0
19398,Faconnable Men's Double Closure Sweater Vest,Sweaters,334.0,170.0,8,1315.0
20041,Calvin Klein Mens 2 Button Solid Black Wool Suit,Suits & Sport Coats,260.0,96.0,8,1312.0
3463,Parker Women's Open Back Dress,Dresses,374.0,187.0,7,1312.0
3793,Ella moss Women's Tiara Dress,Dresses,248.0,103.0,9,1308.0
20818,Diesel Men's Zathan Regular Bootcut Jean,Jeans,234.0,115.0,11,1307.0
26543,Pure Cashmere Robe for Men,Sleep & Lounge,299.0,113.0,7,1302.0
1112,Magaschoni Women's 100% Cashmere Boat Neck Sweater,Sweaters,344.0,158.0,7,1300.0
28525,Persol Men's 0PO0714 Aviator Sunglasses,Accessories,156.0,56.0,13,1295.0
21733,True Religion Men's Ricky Straight Corduroy Pant,Pants,293.0,131.0,8,1295.0
3269,Rebecca Taylor Women's Lace Dress,Dresses,395.0,179.0,6,1294.0
3986,Tracy Reese Women's Contrast Frock,Dresses,498.0,240.0,5,1292.0
7747,McGinn Women's Sasha Tweed Jacket,Blazers & Jackets,325.0,110.0,6,1289.0
3361,French Connection Women's Lust Sequins Dress,Dresses,288.0,127.0,8,1286.0
3268,Rebecca Taylor Women's Lace Dress,Dresses,395.0,181.0,6,1285.0
19888,Hart Schaffner Marx Mens Gray Worsted Wool Sportcoat 2-Button Sport Coat Jacket Blazer,Suits & Sport Coats,170.0,71.0,13,1284.0
21114,Diesel Men's Shioner Skinny Straight Leg Jean,Jeans,368.0,185.0,7,1283.0
20456,Joseph Abboud Men's Blend 2 Button Side Vent Soft Construction Sport Coat,Suits & Sport Coats,357.0,145.0,6,1270.0
19908,Kenneth Cole New York Men's 2 Piece Suit,Suits & Sport Coats,390.0,137.0,5,1264.0
8533,Women's Full Length Overcoat in Pure Cashmere,Outerwear & Coats,449.0,196.0,5,1264.0
20420,Paul Fredrick Herringbone Wool Blend Double-Breasted Suit,Suits & Sport Coats,425.0,172.0,5,1263.0
24401,Men's Full Length Overcoat in Pure Cashmere,Outerwear & Coats,449.0,197.0,5,1262.0
21227,Diesel Men's Braddom Regular Carrot-Leg Jean,Jeans,350.0,171.0,7,1254.0
26899,Regency New York Men's Smoking Jacket Maxwell Black,Sleep & Lounge,400.0,149.0,5,1254.0
23702,Cole Haan Men's Smooth Lamb Jacket,Outerwear & Coats,350.0,141.0,6,1252.0
20342,Jones New York Men's Two Button Double Pleated Tuxedo,Suits & Sport Coats,200.0,75.0,10,1248.0
20290,Michael Kors Men's Flannel Slim Jacket,Suits & Sport Coats,218.0,80.0,9,1244.0
19449,Moods of Norway Men's Solve Pullover Toggle Sweater,Sweaters,159.0,76.0,15,1243.0
20095,Gold Series Continuous Comfort Blazer,Suits & Sport Coats,178.0,74.0,12,1243.0
20413,Lightweight Highland Tweed Sport Coat / Regular,Suits & Sport Coats,325.0,118.0,6,1240.0
19969,FactoryExtreme Showman Men's Brown Biker Leather Jacket,Suits & Sport Coats,249.0,95.0,8,1233.0
20170,Tommy Hilfiger Men's Tattersal Trim Fit Suit,Suits & Sport Coats,260.0,106.0,8,1231.0
24219,Diesel Men's Wiley Jacket,Outerwear & Coats,200.0,88.0,11,1226.0
24434,Canada Goose Men's Lodge Vest,Outerwear & Coats,300.0,125.0,7,1226.0
8794,Mountain Hardwear Women's Ghost Whisperer Hooded Down Jacket,Outerwear & Coats,300.0,125.0,7,1224.0
24357,Michael Kors Men's Marlow Wool-Blend Single-Breasted Fitted Top Coat,Outerwear & Coats,255.0,102.0,8,1222.0
7744,McGinn Women's Clara Textured Blazer,Blazers & Jackets,330.0,127.0,6,1220.0
27176,Derek Rose Men's Rich Dobby Striped Classic Pajama Set,Sleep & Lounge,275.0,123.0,8,1219.0
4191,Nicole Miller Women's Halter Jumpsuit,Jumpsuits & Rompers,550.0,306.0,5,1218.0
20471,LINCS DC &Co Men's Double Knit Blazer,Suits & Sport Coats,277.0,103.0,7,1214.0
23811,Arc'teryx Men's Beta AR Jacket,Outerwear & Coats,475.0,232.0,5,1214.0
24390,Ibex Men's Europa Jacket,Outerwear & Coats,295.0,122.0,7,1210.0
20078,Calvin Klein Mens Slim Fit Dark Gray Windowpane Wool Suit,Suits & Sport Coats,200.0,79.0,10,1208.0
4405,True Religion Women's Becky Petite Women Jean,Jeans,198.0,97.0,12,1207.0
14868,PAIGE Women's Maternity Union Skyline Straight Jean,Maternity,199.0,78.0,10,1206.0
23917,Mountain Hardwear Men's Ghost Whisperer Hooded Down Jacket,Outerwear & Coats,300.0,128.0,7,1205.0
20102,Oak Hill Big & Tall Corduroy Sport Coat,Suits & Sport Coats,149.0,57.0,13,1197.0
8300,Canada Goose Women's Expedition Parka,Outerwear & Coats,795.0,396.0,3,1197.0
19830,Joseph Abboud Men's Two-button Side Vent Sport Coat,Suits & Sport Coats,264.0,93.0,7,1196.0
8390,Canada Goose Women's Solaris,Outerwear & Coats,695.0,297.0,3,1195.0
20317,J.C. Rags Men's Two Tone Blazer,Suits & Sport Coats,228.0,95.0,9,1194.0
19827,Tommy Hilfiger Men's 2 Button Side Vent Trim Fit Suit with Flat Front Pant,Suits & Sport Coats,259.0,110.0,8,1193.0
24196,Mens Brown Sheepskin Flying Jacket 'Air force' Aviator Leather coat #S5,Outerwear & Coats,397.0,158.0,5,1193.0
5949,Catherine Malandrino Women's Stretch Leather Pant,Leggings,529.0,291.0,5,1187.0
2735,Canada Goose Women's Freestyle Vest,Active,275.0,106.0,7,1186.0
20455,Ted Baker Men's Moosh Blazer,Suits & Sport Coats,347.0,149.0,6,1185.0
7327,Cluny Women's Printed Skirt,Skirts,248.0,100.0,8,1184.0
26893,Hanro Men's City Pajama Set,Sleep & Lounge,230.0,82.0,8,1183.0
26751,Derek Rose Men's Pajama Set,Sleep & Lounge,275.0,106.0,7,1182.0
20368,Diesel Men's Jimeneo Jacket,Suits & Sport Coats,698.0,304.0,3,1181.0
24137,Sitka Gear Men's Softshell Jacket,Outerwear & Coats,279.0,110.0,7,1180.0
7809,WHAT GOES AROUND COMES AROUND Women's Bennet Jacket,Blazers & Jackets,249.0,102.0,8,1177.0
20044,DKNY Mens 2 Button Flat Front Black Pinstripe Slim Fit Wool Suit,Suits & Sport Coats,270.0,102.0,7,1177.0
19805,Tommy Hilfiger Men's Two Button Trim Fit 100% Wool Suit Separate Coat,Suits & Sport Coats,230.0,99.0,9,1176.0
20101,Steinbock Tyrolean Sport Coat,Suits & Sport Coats,350.0,154.0,6,1176.0
24293,Carhartt Men's Down Kalkaska Snorkel Parka,Outerwear & Coats,300.0,132.0,7,1174.0
8766,Mountain Hardwear Women's Chillwave Down Jacket,Outerwear & Coats,375.0,179.0,6,1174.0
7602,Bailey 44 Women's Zax Jacket,Blazers & Jackets,275.0,108.0,7,1172.0
19988,Bertolini 2 Button Solid Black Men's Suit Wool and Silk Blends,Suits & Sport Coats,185.0,79.0,11,1170.0
20174,Savile Row Mens Grey Birdseye Italian Wool 2 Button Suit Jacket,Suits & Sport Coats,200.0,71.0,9,1165.0
24389,Calvin Klein Jeans Men's Structured Military Jacket,Outerwear & Coats,226.0,97.0,9,1159.0
3634,Trina Turk Women's Inga Dress,Dresses,328.0,135.0,6,1159.0
20458,Paul Fredrick Cotton Velvet Two-Button Houndstooth Sportcoat,Suits & Sport Coats,270.0,104.0,7,1158.0
4047,BCBGMAXAZRIA Women's Morris Knit Sportswear Dress,Dresses,448.0,216.0,5,1158.0
21155,Diesel Men's Thavar Skinny Straight Jean,Jeans,325.0,180.0,8,1157.0
19864,Joseph Abboud Men's Two-button Side Vent Blazer,Suits & Sport Coats,296.0,131.0,7,1156.0
7947,Sutton Studio Women's Cashmere Blazer Jacket Plus,Blazers & Jackets,250.0,85.0,7,1153.0
2895,Icebreaker Women's Quantum Hood,Active,230.0,86.0,8,1152.0
28550,Tom Ford Marko FT0144 Sunglasses - 18V Shiny Rhodium (Blue Lens) - 58mm,Accessories,296.0,105.0,6,1151.0
19999,Club Room Mens 2 Button Brown Vicuna 100% Cashmere Sport Coat Jacket,Suits & Sport Coats,180.0,65.0,10,1150.0
13346,Letarte Womens Popcorn Embroidered Sleeveless Tunic,Swim,238.0,94.0,8,1150.0
21531,Diesel Men's Safado Slim Straight-Leg Jean,Jeans,325.0,161.0,7,1149.0
20430,Ted Baker Men's Rythjak Check Blazer,Suits & Sport Coats,347.0,155.0,6,1148.0
19405,Michael Kors Men's Full Zip,Sweaters,249.0,134.0,10,1147.0
19673,Barbour Storm Half Zip Sweater Navy,Sweaters,300.0,136.0,7,1147.0
20286,7 Diamonds Men's Palermo Blazer,Suits & Sport Coats,325.0,134.0,6,1147.0
24046,Carhartt Men's Flame Resistant Midweight Active Jacket,Outerwear & Coats,250.0,107.0,8,1146.0
19866,Joseph Abboud Men's Two-button Side Vent Sport Coat,Suits & Sport Coats,264.0,100.0,7,1146.0
